,Date,NIFTY PHARMA
505,2010-01-27,3481.72
506,2010-01-28,3517.1
507,2010-01-29,3549.04
508,2010-02-01,3634.29
509,2010-02-02,3610.6
510,2010-02-03,3622.21
511,2010-02-04,3583.37
512,2010-02-05,3515.66
513,2010-02-06,3527.46
514,2010-02-08,3528.35
515,2010-02-09,3568.66
516,2010-02-10,3543.8
517,2010-02-11,3556.02
518,2010-02-15,3573.58
519,2010-02-16,3627.23
520,2010-02-17,3628.32
521,2010-02-18,3628.46
522,2010-02-19,3639.72
523,2010-02-22,3614.64
524,2010-02-23,3645.9
525,2010-02-24,3612.92
526,2010-02-25,3627.19
527,2010-02-26,3693.81
528,2010-03-02,3725.38
529,2010-03-03,3757.48
530,2010-03-04,3768.95
531,2010-03-05,3783.07
532,2010-03-08,3815.06
533,2010-03-09,3798.42
534,2010-03-10,3793.24
535,2010-03-11,3821.85
536,2010-03-12,3801.24
537,2010-03-15,3775.74
538,2010-03-16,3815.71
539,2010-03-17,3878.35
540,2010-03-18,3873.77
541,2010-03-19,3893.77
542,2010-03-22,3903.03
543,2010-03-23,3956.79
544,2010-03-25,4006.92
545,2010-03-26,4005.49
546,2010-03-29,4022.49
547,2010-03-30,3974.78
548,2010-03-31,4016.85
549,2010-04-01,4020.44
550,2010-04-05,4088.92
551,2010-04-06,4052.07
552,2010-04-07,4052.69
553,2010-04-08,4017.53
554,2010-04-09,4018.87
555,2010-04-12,4006.28
556,2010-04-13,3980.16
557,2010-04-15,4005.86
558,2010-04-16,4011.28
559,2010-04-19,3985.52
560,2010-04-20,4007.64
561,2010-04-21,4009.32
562,2010-04-22,3999.15
563,2010-04-23,3980.36
564,2010-04-26,3939.66
565,2010-04-27,3953.83
566,2010-04-28,3954.9
567,2010-04-29,3938.98
568,2010-04-30,3978.54
569,2010-05-03,3983.67
570,2010-05-04,3961.68
571,2010-05-05,3992.38
572,2010-05-06,4059.54
573,2010-05-07,3975.95
574,2010-05-10,3965.7
575,2010-05-11,3911.06
576,2010-05-12,3964.34
577,2010-05-13,4007.32
578,2010-05-14,4010.91
579,2010-05-17,4029.41
580,2010-05-18,4018.53
581,2010-05-19,3936.25
582,2010-05-20,3991.88
583,2010-05-21,3933.62
584,2010-05-24,3922.4
585,2010-05-25,3909.05
586,2010-05-26,3950.67
587,2010-05-27,3984.44
588,2010-05-28,4034.44
589,2010-05-31,4105.65
590,2010-06-01,4107.3
591,2010-06-02,4118.39
592,2010-06-03,4121.74
593,2010-06-04,4113.79
594,2010-06-07,4082.91
595,2010-06-08,4064.82
596,2010-06-09,4115.36
597,2010-06-10,4185.89
598,2010-06-11,4166.07
599,2010-06-14,4163.69
600,2010-06-15,4169.03
601,2010-06-16,4161.84
602,2010-06-17,4179.92
603,2010-06-18,4184.72
604,2010-06-21,4226.81
605,2010-06-22,4235.69
606,2010-06-23,4285.77
607,2010-06-24,4310.58
608,2010-06-25,4314.17
609,2010-06-28,4334.61
610,2010-06-29,4278.47
611,2010-06-30,4299.99
612,2010-07-01,4267.67
613,2010-07-02,4261.02
614,2010-07-05,4272.59
615,2010-07-06,4304.66
616,2010-07-07,4269.25
617,2010-07-08,4279.68
618,2010-07-09,4271.77
619,2010-07-12,4252.25
620,2010-07-13,4241.06
621,2010-07-14,4220.93
622,2010-07-15,4223.24
623,2010-07-16,4234.37
624,2010-07-19,4218.69
625,2010-07-20,4180.89
626,2010-07-21,4176.46
627,2010-07-22,4197.11
628,2010-07-23,4177.93
629,2010-07-26,4187.48
630,2010-07-27,4184.83
631,2010-07-28,4197.18
632,2010-07-29,4170.85
633,2010-07-30,4148.61
634,2010-08-02,4168.22
635,2010-08-03,4177.48
636,2010-08-04,4158.86
637,2010-08-05,4137.76
638,2010-08-06,4149.93
639,2010-08-09,4140.35
640,2010-08-10,4109.9
641,2010-08-11,4078.01
642,2010-08-12,4083.44
643,2010-08-13,4095.64
644,2010-08-16,4053.72
645,2010-08-17,4055.64
646,2010-08-18,4112.05
647,2010-08-19,4149.66
648,2010-08-20,4191.2
649,2010-08-23,4206.87
650,2010-08-24,4220.83
651,2010-08-25,4154.54
652,2010-08-26,4146.93
653,2010-08-27,4120.5
654,2010-08-30,4121.78
655,2010-08-31,4125.79
656,2010-09-01,4149.53
657,2010-09-02,4156.54
658,2010-09-03,4183.83
659,2010-09-06,4220.44
660,2010-09-07,4207.25
661,2010-09-08,4224.46
662,2010-09-09,4208.57
663,2010-09-13,4243.64
664,2010-09-14,4237.43
665,2010-09-15,4262.05
666,2010-09-16,4237.42
667,2010-09-17,4339.7
668,2010-09-20,4369.52
669,2010-09-21,4443.52
670,2010-09-22,4433.38
671,2010-09-23,4427.18
672,2010-09-24,4471.03
673,2010-09-27,4504.96
674,2010-09-28,4500.98
675,2010-09-29,4501.28
676,2010-09-30,4497.21
677,2010-10-01,4578.67
678,2010-10-04,4677.72
679,2010-10-05,4675.47
680,2010-10-06,4667.66
681,2010-10-07,4672.83
682,2010-10-08,4718.97
683,2010-10-11,4739.61
684,2010-10-12,4753.12
685,2010-10-13,4786.87
686,2010-10-14,4767.37
687,2010-10-15,4714.41
688,2010-10-18,4719.32
689,2010-10-19,4781.01
690,2010-10-20,4774.47
691,2010-10-21,4874.05
692,2010-10-22,4869.3
693,2010-10-25,4917.63
694,2010-10-26,4886.23
695,2010-10-27,4858.94
696,2010-10-28,4823.88
697,2010-10-29,4838.31
698,2010-11-01,4923.98
699,2010-11-02,4922.76
700,2010-11-03,4956.67
701,2010-11-04,4974.39
702,2010-11-05,5033.82
703,2010-11-08,5054.86
704,2010-11-09,5074.3
705,2010-11-10,5027.88
706,2010-11-11,4985.25
707,2010-11-12,4943.29
708,2010-11-15,4999.6
709,2010-11-16,4967.32
710,2010-11-18,5027.39
711,2010-11-19,4951.46
712,2010-11-22,4986.32
713,2010-11-23,4971.98
714,2010-11-24,4953.47
715,2010-11-25,4889.72
716,2010-11-26,4903.72
717,2010-11-29,4946.97
718,2010-11-30,4959.69
719,2010-12-01,5039.96
720,2010-12-02,5057.02
721,2010-12-03,5049.2
722,2010-12-06,5042.58
723,2010-12-07,5066.64
724,2010-12-08,5053.63
725,2010-12-09,4891.48
726,2010-12-10,4908.78
727,2010-12-13,4957.71
728,2010-12-14,5003.06
729,2010-12-15,4925.47
730,2010-12-16,4939.42
731,2010-12-20,4880.89
732,2010-12-21,4875.31
733,2010-12-22,4865.27
734,2010-12-23,4911.14
735,2010-12-24,4973.58
736,2010-12-27,5007.91
737,2010-12-28,5039.43
738,2010-12-29,5050.39
739,2010-12-30,5065.59
740,2010-12-31,5085.38
741,2011-01-03,5108.29
742,2011-01-04,5166.88
743,2011-01-05,5172.9
744,2011-01-06,5167.48
745,2011-01-07,5056.58
746,2011-01-10,4944.56
747,2011-01-11,4936.32
748,2011-01-12,4971.74
749,2011-01-13,4940.33
750,2011-01-14,4906.39
751,2011-01-17,4877.18
752,2011-01-18,4956.08
753,2011-01-19,4925.94
754,2011-01-20,4925.89
755,2011-01-21,4916.67
756,2011-01-24,4908.2
757,2011-01-25,4835.08
758,2011-01-27,4703.44
759,2011-01-28,4659.12
760,2011-01-31,4689.8
761,2011-02-01,4629.25
762,2011-02-02,4630.2
763,2011-02-03,4640.9
764,2011-02-04,4573.25
765,2011-02-07,4500.2
766,2011-02-08,4427.6
767,2011-02-09,4373.25
768,2011-02-10,4393.4
769,2011-02-11,4428.7
770,2011-02-14,4515.2
771,2011-02-15,4498.35
772,2011-02-16,4451.35
773,2011-02-17,4477.45
774,2011-02-18,4463.25
775,2011-02-21,4497.3
776,2011-02-22,4458.95
777,2011-02-23,4426.4
778,2011-02-24,4300.25
779,2011-02-25,4328.1
780,2011-02-28,4331.05
781,2011-03-01,4473.65
782,2011-03-03,4456.4
783,2011-03-04,4446.75
784,2011-03-07,4427.35
785,2011-03-08,4447.2
786,2011-03-09,4425.05
787,2011-03-10,4395.65
788,2011-03-11,4386.85
789,2011-03-14,4419.85
790,2011-03-15,4346.2
791,2011-03-16,4408.95
792,2011-03-17,4385.5
793,2011-03-18,4340.0
794,2011-03-21,4344.8
795,2011-03-22,4389.75
796,2011-03-23,4462.3
797,2011-03-24,4463.05
798,2011-03-25,4480.4
799,2011-03-28,4441.45
800,2011-03-29,4469.3
801,2011-03-30,4561.0
802,2011-03-31,4535.85
803,2011-04-01,4550.95
804,2011-04-04,4570.45
805,2011-04-05,4590.8
806,2011-04-06,4577.1
807,2011-04-07,4583.6
808,2011-04-08,4587.95
809,2011-04-11,4588.2
810,2011-04-13,4619.0
811,2011-04-15,4593.8
812,2011-04-18,4563.95
813,2011-04-19,4546.5
814,2011-04-20,4619.0
815,2011-04-21,4610.3
816,2011-04-25,4619.55
817,2011-04-26,4640.95
818,2011-04-27,4654.9
819,2011-04-28,4647.55
820,2011-04-29,4685.55
821,2011-05-02,4712.7
822,2011-05-03,4642.55
823,2011-05-04,4590.95
824,2011-05-05,4506.25
825,2011-05-06,4539.25
826,2011-05-09,4532.0
827,2011-05-10,4522.85
828,2011-05-11,4542.2
829,2011-05-12,4544.85
830,2011-05-13,4607.55
831,2011-05-16,4660.05
832,2011-05-17,4648.05
833,2011-05-18,4584.9
834,2011-05-19,4563.8
835,2011-05-20,4619.8
836,2011-05-23,4541.5
837,2011-05-24,4561.85
838,2011-05-25,4567.0
839,2011-05-26,4604.85
840,2011-05-27,4632.1
841,2011-05-30,4736.7
842,2011-05-31,4822.75
843,2011-06-01,4805.65
844,2011-06-02,4806.95
845,2011-06-03,4759.4
846,2011-06-06,4807.3
847,2011-06-07,4850.3
848,2011-06-08,4795.1
849,2011-06-09,4773.75
850,2011-06-10,4772.65
851,2011-06-13,4790.45
852,2011-06-14,4822.55
853,2011-06-15,4820.6
854,2011-06-16,4819.7
855,2011-06-17,4754.5
856,2011-06-20,4654.4
857,2011-06-21,4686.9
858,2011-06-22,4691.65
859,2011-06-23,4660.65
860,2011-06-24,4720.5
861,2011-06-27,4765.7
862,2011-06-28,4795.15
863,2011-06-29,4828.2
864,2011-06-30,4817.0
865,2011-07-01,4796.25
866,2011-07-04,4828.2
867,2011-07-05,4821.95
868,2011-07-06,4795.6
869,2011-07-07,4885.5
870,2011-07-08,4850.3
871,2011-07-11,4841.15
872,2011-07-12,4818.8
873,2011-07-13,4889.6
874,2011-07-14,4934.75
875,2011-07-15,4922.3
876,2011-07-18,4868.45
877,2011-07-19,4907.45
878,2011-07-20,4826.9
879,2011-07-21,4786.35
880,2011-07-22,4850.0
881,2011-07-25,4905.45
882,2011-07-26,4869.4
883,2011-07-27,4861.65
884,2011-07-28,4877.1
885,2011-07-29,4848.45
886,2011-08-01,4881.7
887,2011-08-02,4892.2
888,2011-08-03,4841.5
889,2011-08-04,4764.75
890,2011-08-05,4710.75
891,2011-08-08,4684.2
892,2011-08-09,4543.65
893,2011-08-10,4597.6
894,2011-08-11,4581.0
895,2011-08-12,4555.05
896,2011-08-16,4523.2
897,2011-08-17,4545.6
898,2011-08-18,4476.25
899,2011-08-19,4418.95
900,2011-08-22,4469.95
901,2011-08-23,4448.95
902,2011-08-24,4441.3
903,2011-08-25,4452.6
904,2011-08-26,4412.2
905,2011-08-29,4445.8
906,2011-08-30,4524.3
907,2011-09-02,4587.95
908,2011-09-05,4556.95
909,2011-09-06,4545.95
910,2011-09-07,4558.15
911,2011-09-08,4592.9
912,2011-09-09,4551.25
913,2011-09-12,4530.35
914,2011-09-13,4504.3
915,2011-09-14,4528.8
916,2011-09-15,4543.85
917,2011-09-16,4567.25
918,2011-09-19,4522.9
919,2011-09-20,4582.15
920,2011-09-21,4595.45
921,2011-09-22,4503.2
922,2011-09-23,4487.4
923,2011-09-26,4486.55
924,2011-09-27,4511.75
925,2011-09-28,4544.6
926,2011-09-29,4539.7
927,2011-09-30,4520.95
928,2011-10-03,4499.7
929,2011-10-04,4449.9
930,2011-10-05,4494.25
931,2011-10-07,4518.4
932,2011-10-10,4503.7
933,2011-10-11,4529.3
934,2011-10-12,4567.2
935,2011-10-13,4519.45
936,2011-10-14,4537.9
937,2011-10-17,4529.4
938,2011-10-18,4504.4
939,2011-10-19,4575.15
940,2011-10-20,4573.8
941,2011-10-21,4568.1
942,2011-10-24,4588.95
943,2011-10-25,4655.75
944,2011-10-26,4699.3
945,2011-10-28,4772.45
946,2011-10-31,4735.6
947,2011-11-01,4699.05
948,2011-11-02,4733.0
949,2011-11-03,4723.8
950,2011-11-04,4748.95
951,2011-11-08,4699.45
952,2011-11-09,4631.35
953,2011-11-11,4661.2
954,2011-11-14,4697.65
955,2011-11-15,4679.45
956,2011-11-16,4646.3
957,2011-11-17,4579.0
958,2011-11-18,4601.75
959,2011-11-21,4549.15
960,2011-11-22,4585.85
961,2011-11-23,4545.55
962,2011-11-24,4613.1
963,2011-11-25,4594.75
964,2011-11-28,4665.0
965,2011-11-29,4690.75
966,2011-11-30,4710.85
967,2011-12-01,4685.75
968,2011-12-02,4744.6
969,2011-12-05,4715.9
970,2011-12-07,4639.4
971,2011-12-08,4633.75
972,2011-12-09,4606.25
973,2011-12-12,4571.55
974,2011-12-13,4595.95
975,2011-12-14,4579.7
976,2011-12-15,4602.45
977,2011-12-16,4588.55
978,2011-12-19,4553.95
979,2011-12-20,4512.95
980,2011-12-21,4559.0
981,2011-12-22,4581.4
982,2011-12-23,4561.2
983,2011-12-26,4552.75
984,2011-12-27,4540.25
985,2011-12-28,4551.15
986,2011-12-29,4549.55
987,2011-12-30,4576.25
988,2012-01-02,4567.6
989,2012-01-03,4634.5
990,2012-01-04,4655.75
991,2012-01-05,4648.55
992,2012-01-06,4658.6
993,2012-01-07,4661.3
994,2012-01-09,4699.4
995,2012-01-10,4747.3
996,2012-01-11,4756.75
997,2012-01-12,4755.05
998,2012-01-13,4752.05
999,2012-01-16,4708.15
1000,2012-01-17,4745.2
1001,2012-01-18,4742.35
1002,2012-01-19,4813.55
1003,2012-01-20,4790.95
1004,2012-01-23,4782.25
1005,2012-01-24,4791.6
1006,2012-01-25,4806.75
1007,2012-01-27,4824.15
1008,2012-01-30,4823.55
1009,2012-01-31,4890.35
1010,2012-02-01,4888.2
1011,2012-02-02,4832.0
1012,2012-02-03,4906.35
1013,2012-02-06,4904.55
1014,2012-02-07,4902.15
1015,2012-02-08,4892.85
1016,2012-02-09,4882.15
1017,2012-02-10,4837.95
1018,2012-02-13,4847.2
1019,2012-02-14,4795.95
1020,2012-02-15,4835.45
1021,2012-02-16,4832.75
1022,2012-02-17,4833.95
1023,2012-02-21,4841.9
1024,2012-02-22,4804.05
1025,2012-02-23,4794.7
1026,2012-02-24,4781.1
1027,2012-02-27,4771.3
1028,2012-02-28,4815.35
1029,2012-02-29,4811.7
1030,2012-03-01,4827.25
1031,2012-03-02,4873.45
1032,2012-03-03,4875.25
1033,2012-03-05,4835.75
1034,2012-03-06,4823.0
1035,2012-03-07,4846.4
1036,2012-03-09,4889.35
1037,2012-03-12,4872.65
1038,2012-03-13,4902.35
1039,2012-03-14,4911.4
1040,2012-03-15,4893.7
1041,2012-03-16,4805.1
1042,2012-03-19,4810.35
1043,2012-03-20,4865.8
1044,2012-03-21,4909.45
1045,2012-03-22,4845.5
1046,2012-03-23,4878.7
1047,2012-03-26,4836.5
1048,2012-03-27,4883.65
1049,2012-03-28,4898.25
1050,2012-03-29,4923.65
1051,2012-03-30,5036.6
1052,2012-04-02,5028.2
1053,2012-04-03,5002.45
1054,2012-04-04,4991.85
1055,2012-04-09,5024.5
1056,2012-04-10,5020.45
1057,2012-04-11,5053.45
1058,2012-04-12,5047.85
1059,2012-04-13,5116.85
1060,2012-04-16,5115.8
1061,2012-04-17,5127.25
1062,2012-04-18,5166.35
1063,2012-04-19,5216.35
1064,2012-04-20,5195.3
1065,2012-04-23,5177.7
1066,2012-04-24,5149.05
1067,2012-04-25,5160.85
1068,2012-04-26,5130.9
1069,2012-04-27,5137.6
1070,2012-04-28,5144.5
1071,2012-04-30,5155.4
1072,2012-05-02,5163.45
1073,2012-05-03,5151.9
1074,2012-05-04,5184.5
1075,2012-05-07,5161.25
1076,2012-05-08,5112.0
1077,2012-05-09,5113.75
1078,2012-05-10,5090.0
1079,2012-05-11,4970.65
1080,2012-05-14,5047.25
1081,2012-05-15,5087.55
1082,2012-05-16,5048.75
1083,2012-05-17,5033.6
1084,2012-05-18,5022.05
1085,2012-05-21,5052.7
1086,2012-05-22,5017.2
1087,2012-05-23,5016.9
1088,2012-05-24,5049.25
1089,2012-05-25,5041.2
1090,2012-05-28,5064.25
1091,2012-05-29,5051.9
1092,2012-05-30,5047.55
1093,2012-05-31,5047.65
1094,2012-06-01,4978.2
1095,2012-06-04,4942.75
1096,2012-06-05,4954.25
1097,2012-06-06,5007.3
1098,2012-06-07,5017.15
1099,2012-06-08,5024.15
1100,2012-06-11,4947.85
1101,2012-06-12,4936.45
1102,2012-06-13,4960.35
1103,2012-06-14,4937.5
1104,2012-06-15,4985.95
1105,2012-06-18,4947.0
1106,2012-06-19,5004.45
1107,2012-06-20,5065.8
1108,2012-06-21,5081.15
1109,2012-06-22,5075.3
1110,2012-06-25,5049.95
1111,2012-06-26,5095.95
1112,2012-06-27,5113.55
1113,2012-06-28,5111.55
1114,2012-06-29,5216.0
1115,2012-07-02,5233.75
1116,2012-07-03,5237.15
1117,2012-07-04,5235.55
1118,2012-07-05,5253.4
1119,2012-07-06,5259.6
1120,2012-07-09,5219.25
1121,2012-07-10,5271.25
1122,2012-07-11,5255.65
1123,2012-07-12,5251.1
1124,2012-07-13,5247.45
1125,2012-07-16,5312.5
1126,2012-07-17,5345.2
1127,2012-07-18,5312.55
1128,2012-07-19,5318.85
1129,2012-07-20,5264.6
1130,2012-07-23,5257.5
1131,2012-07-24,5276.85
1132,2012-07-25,5289.25
1133,2012-07-26,5273.85
1134,2012-07-27,5287.0
1135,2012-07-30,5379.35
1136,2012-07-31,5413.8
1137,2012-08-01,5476.45
1138,2012-08-02,5468.4
1139,2012-08-03,5506.15
1140,2012-08-06,5532.45
1141,2012-08-07,5529.55
1142,2012-08-08,5530.75
1143,2012-08-09,5524.9
1144,2012-08-10,5502.85
1145,2012-08-13,5516.15
1146,2012-08-14,5496.05
1147,2012-08-16,5500.7
1148,2012-08-17,5524.95
1149,2012-08-21,5528.45
1150,2012-08-22,5551.5
1151,2012-08-23,5603.3
1152,2012-08-24,5601.3
1153,2012-08-27,5600.5
1154,2012-08-28,5613.15
1155,2012-08-29,5618.0
1156,2012-08-30,5650.3
1157,2012-08-31,5648.95
1158,2012-09-03,5644.55
1159,2012-09-04,5645.0
1160,2012-09-05,5578.15
1161,2012-09-06,5606.2
1162,2012-09-07,5680.85
1163,2012-09-08,5748.15
1164,2012-09-10,5799.25
1165,2012-09-11,5801.9
1166,2012-09-12,5789.85
1167,2012-09-13,5708.1
1168,2012-09-14,5632.55
1169,2012-09-17,5530.4
1170,2012-09-18,5527.15
1171,2012-09-20,5514.9
1172,2012-09-21,5506.15
1173,2012-09-24,5507.05
1174,2012-09-25,5526.6
1175,2012-09-26,5541.85
1176,2012-09-27,5538.7
1177,2012-09-28,5623.0
1178,2012-10-01,5635.4
1179,2012-10-03,5673.4
1180,2012-10-04,5617.6
1181,2012-10-05,5532.1
1182,2012-10-08,5595.55
1183,2012-10-09,5679.2
1184,2012-10-10,5637.0
1185,2012-10-11,5598.6
1186,2012-10-12,5622.2
1187,2012-10-15,5643.75
1188,2012-10-16,5606.3
1189,2012-10-17,5626.45
1190,2012-10-18,5613.05
1191,2012-10-19,5590.05
1192,2012-10-22,5642.55
1193,2012-10-23,5631.45
1194,2012-10-25,5603.85
1195,2012-10-26,5542.25
1196,2012-10-29,5570.05
1197,2012-10-30,5566.45
1198,2012-10-31,5667.05
1199,2012-11-01,5713.3
1200,2012-11-02,5736.8
1201,2012-11-05,5756.5
1202,2012-11-06,5798.65
1203,2012-11-07,5805.0
1204,2012-11-08,5766.65
1205,2012-11-09,5751.55
1206,2012-11-12,5750.9
1207,2012-11-13,5744.6
